channel_id,channel_title,channel_description,channel_url
UCmwc3XFk-B_-UOXYe3JdtbQ,TechBar Shorts,,https://www.youtube.com/channel/UCmwc3XFk-B_-UOXYe3JdtbQ
UC-HuEialt-i7id5mKvkbiPw,Kadam OP,Who is Kadam OP ?? Prashant kadam apka Kadam OP IS one Of oldest PUBG MOBILE player and Content Creater of India ...,https://www.youtube.com/channel/UC-HuEialt-i7id5mKvkbiPw
UC7h6t5NrPFq1UHyPkIw8NkA,chota_pushparaj07,Aap haste rahiye ham hasate rehenge.,https://www.youtube.com/channel/UC7h6t5NrPFq1UHyPkIw8NkA
UCeaXlSqCRiZcxXSOd0O-bhA,Navit Kashyap,"Navit kashyap  ❤️   ❤️   new New WhatsApp, 30 WhatsApp ❤️   ❤️   status, Beautiful WhatsApp status beautiful ...",https://www.youtube.com/channel/UCeaXlSqCRiZcxXSOd0O-bhA
UConCY3xigplYcjwF81OTwSA,YT Payments,Dosto Ye Channel Aapko Motivet Karne Ke Liye Banaya Gaya Hai.Is Channel Par Aapko Youtubers Ki Payments Ke Videos ...,https://www.youtube.com/channel/UConCY3xigplYcjwF81OTwSA
UC-amvWZ8o6f_AnInPAm5vIA,Isarail Shaikh,Dancer • Learner • Video Creator ⭐ Verified on Josh With 1.1M+Fans   ...,https://www.youtube.com/channel/UC-amvWZ8o6f_AnInPAm5vIA
UCATeasoyEuUOxfxWlqqMIkg,Ayan Banerjee - Films,"Visual Storyteller Film | Travel | Voice For Business Queries Mail at : iamabvlogs@gmail.com From, Kolkata | INDIA.",https://www.youtube.com/channel/UCATeasoyEuUOxfxWlqqMIkg
UCjO88eXo6IXKApTE01PvRGQ,OPG ANUSKA,"Hi Gamers, I'm ANUSKA Welcome to my channel. i love playing Garena Free Fire and i hope you will enjoy watching my ...",https://www.youtube.com/channel/UCjO88eXo6IXKApTE01PvRGQ
UCjHIbLGIdAeranNc1t8VL1Q,AAM Teacher's Academy,"Want to Ace your exams?? You arrived your destination . This channel is for Class 10th, 11th, and 12 Maths and Physics ...",https://www.youtube.com/channel/UCjHIbLGIdAeranNc1t8VL1Q
UCwQGIHGf_xBErw3XutYTE3g,NUTRI EASE Hindi,"Nutri Ease is a channel on Fitness , Nutrition and Wellness. Here you will get videos regarding Health Solutions, Diet, Calorie, ...",https://www.youtube.com/channel/UCwQGIHGf_xBErw3XutYTE3g
UCxFHO85Vt7YF2TeXWYeOQSw,Sumedh Mudgalkar,An Artist. That all.,https://www.youtube.com/channel/UCxFHO85Vt7YF2TeXWYeOQSw
UCZLswc53zxvsXSk9EFFxejA,Hawkeyed Photographers,,https://www.youtube.com/channel/UCZLswc53zxvsXSk9EFFxejA
UCwZ5uft6IiOI6KbjyHtoDcw,world of prabhas,Official Fan Club Of Our IDOL #Prabhas & Have A Look To Our Offical Website - http://worldofprabhas.in.,https://www.youtube.com/channel/UCwZ5uft6IiOI6KbjyHtoDcw
UCKokgXzj4JFVUZFIpJJTmKg,aamhi_2_jawa,नमस्कार मित्रांनो.मी शितल शिंदे स्वागत करते आपल्या चॅनल मध्ये ...,https://www.youtube.com/channel/UCKokgXzj4JFVUZFIpJJTmKg
UCaIJjamahCtp7FPmKdY2BhQ,Ghni Shamim,عجایب دنیا ، تئوری هر سه روز یه بار ویدیو داریم.,https://www.youtube.com/channel/UCaIJjamahCtp7FPmKdY2BhQ
UCdQpoWyXbxUscacRimFj1HA,AM Raidu,"PC SPECS : intel core i7-6700 CPU @ 3.40GHz 3.40 GHz 16 GB Ram 64-BIT Operating system, x 64-based processor intel hd ...",https://www.youtube.com/channel/UCdQpoWyXbxUscacRimFj1HA
UCu0F06onvEdq_b1uh-2Ezkw,TechWithSurya,"256k subscribers ""Tech with Surya"" में आपका स्वागत है, मैंने इस चैनल का निर्माण ...",https://www.youtube.com/channel/UCu0F06onvEdq_b1uh-2Ezkw
UCMFVP3Y12JCFgf2kKdq7sDg,FilmyTadka,"Movie Explained In Hindi & Urdu Subscribe For Film Recaps, Movie Summary & Movies In a Nutshell We Cover - Mystery, Thriller, ...",https://www.youtube.com/channel/UCMFVP3Y12JCFgf2kKdq7sDg
UCh8agbvNyoIvLoMhjmtF6SA,Divyansh Walia ,"Hey Everyone! This is Divyansh here! Welcome to ""Divyansh walia"" YouTube Channel! I created this channel for MOBILE and PC ...",https://www.youtube.com/channel/UCh8agbvNyoIvLoMhjmtF6SA
UCqW0YH0Cd7ceZBkXEtZaiBw,GodL EviL,"Welcome to my Youtube Channel, I'm Mannat , you all know me as GODL EVIL. I am an e–sports player for Godlike Esports in the ...",https://www.youtube.com/channel/UCqW0YH0Cd7ceZBkXEtZaiBw
UCCfvTqM858j_w1AZlAu5xSQ,ARIJUANA,"Hi Guys, it's Arijuana here , I'm a gamer and also a collector and also number 4 in achievment ranking in pubg mobile and I ...",https://www.youtube.com/channel/UCCfvTqM858j_w1AZlAu5xSQ
UCl1pKRETyyffdsqc9aaVcmA,AiryNow official,AiryNow it's Game Now.,https://www.youtube.com/channel/UCl1pKRETyyffdsqc9aaVcmA
UC2l8Mi-kyc1QB8frYOJIFyw,ANZIL KR SHORTS,All Videos In This Channel Are Taken From Instagram Pages.. This Channel Just For Entertainment.,https://www.youtube.com/channel/UC2l8Mi-kyc1QB8frYOJIFyw
UC_6Zu9n7V76WSOD08REXp3A,Divit Gaming,SUBSCRIBE if you want Amazing Minecraft Videos and Other Gameplay Videos in Future! Social Media :- @divitgamingxd For ...,https://www.youtube.com/channel/UC_6Zu9n7V76WSOD08REXp3A
UCn09iCwFeXs_WYcqf7pmqMQ,S.B Family,"Hi, আমি সোনালী ভট্টাচার্য নতুন youtuber এটি আমার চ্যানেল S.B Family, এখানে সব ...",https://www.youtube.com/channel/UCn09iCwFeXs_WYcqf7pmqMQ
UCq1-lc1mRPdqagP1fRdH1rQ,Ajith,,https://www.youtube.com/channel/UCq1-lc1mRPdqagP1fRdH1rQ
UCzLSf9J1hF8Qq3IfXvtP54Q,SALU BHAI,Trust The Process.,https://www.youtube.com/channel/UCzLSf9J1hF8Qq3IfXvtP54Q
UCUk2RNwo_VimHd6drGhjl3Q,DeadGrenade,Gamer × Content Creator × Editor... ◇◇◇◇◇◇◇◇◇◇◇◇◇◇◇◇◇◇◇ •Personal Info Name - Manish Dhaker Age - 16 ...,https://www.youtube.com/channel/UCUk2RNwo_VimHd6drGhjl3Q
UCVdzwHY_bYQLci4s6WKWc6g,funny videos,Hello friends दोस्तों में YouTube पर नया हूं आप मुझे support करो में बहुत जल्दी है ...,https://www.youtube.com/channel/UCVdzwHY_bYQLci4s6WKWc6g
UCoe_aj1VemvCj1q3nn6UTGQ,Snowie Gaming,"Hello Guy's!! I am SNOWIE AKA KEERTHI ANURADHA, A Girl BGMI Gamer and Streamer. My passion for Battleground Gaming ...",https://www.youtube.com/channel/UCoe_aj1VemvCj1q3nn6UTGQ
UCDjcI6A8IHpHjk9q-PMMI3g,URFM,SUBSCRIBE.,https://www.youtube.com/channel/UCDjcI6A8IHpHjk9q-PMMI3g
